타입,지역구이름,비례순번,정당명,사진,이름(한자),성별,생년월일(연령),주소,직업,학력,경력,
지역구,수성구을,해당없음,무소속,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100137583/gicho/thumbnail.100137583.JPG,홍준표(洪準杓),남,1954.12.05(65세),대구광역시 수성구 들안로73길,정치인,고려대학교 법과대학 행정학과 졸업,(전)제19대 대통령선거 자유한국당 후보(전)자유한국당 대표,"40,015(38.51)"
지역구,달서구갑,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100136327/gicho/thumbnail.100136327.JPG,홍석준(洪碩晙),남,1966.05.17(53세),대구광역시 달서구 성지로,계명대학교 특임교수,서울대학교 행정대학원 행정학과 졸업(행정학전공),(현)계명대학교 특임교수(전)대구광역시 경제국장,"54,700(57.61)"
지역구,달서구을,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137151/gicho/thumbnail.100137151.JPG,윤재옥(尹在玉),남,1961.09.10(58세),대구광역시 달서구 한실로,국회의원,경찰대학 법학과 졸업,(현)대구 달서구을 국회의원(전)경기지방경찰청장,"90,762(65.36)"
지역구,달서구병,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100134785/gicho/thumbnail.100134785.JPG,김용판(金用判),남,1958.01.05(62세),대구광역시 달서구 구마로36길,정당인,영남대학교 상경대학 경제학과 졸업,(전)서울경찰청장(전)달서경찰서장,"46,988(55.79)"
지역구,달성군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg2708/Hb100137176/gicho/thumbnail.100137176.JPG,추경호(秋慶鎬),남,1960.07.29(59세),대구광역시 달성군 화원읍 비슬로539길,국회의원,"미국 오리건대학교 대학원 졸업 (경제학석사, 1991.9.~1993.3.)",(현)달성군 국회의원(전)기획재정부 1차관,"88,846(67.33)"
지역구,중구강화군옹진군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg2801/Hb100134804/gicho/thumbnail.100134804.JPG,배준영(裵俊英),남,1970.10.21(49세),인천광역시 중구 인항로,(사)인천경제연구원 이사장,연세대학교 정치외교학과 졸업,(전)제20대 국회의원선거 후보 (중구동구강화군옹진군선거구)(전)대한민국 국회 부대변인(2급상당),"62,484(50.28)"
지역구,동구미추홀구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2803/Hb100136114/gicho/thumbnail.100136114.JPG,허종식(許琮植),남,1962.02.08(58세),인천광역시 미추홀구 한나루로550번길,정당인,인하대학교 국어국문학과 졸업,(전)인천광역시 균형발전정무부시장(현)더불어민주당 동구미추홀구갑지역위원장,"63,480(48.77)"
지역구,동구미추홀구을,해당없음,무소속,http://info.nec.go.kr/photo_20200415/Gsg2803/Hb100135981/gicho/thumbnail.100135981.JPG,윤상현(尹相現),남,1962.12.01(57세),인천광역시 미추홀구 매소홀로,국회의원,"미국 조지워싱턴대학교 졸업(정치학 박사, 90.9.~94.5.)",(현)인천 미추홀구을 국회의원(전)미국 존스홉킨스대학교 국제관계대학원 초빙조교수,"46,493(40.59)"
지역구,연수구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2804/Hb100137009/gicho/thumbnail.100137009.JPG,박찬대(朴贊大),남,1967.05.10(52세),인천광역시 연수구 비류대로,국회의원,서울대학교 대학원 경영학과 졸업(경영학석사),(현) 국회의원(현) 더불어민주당 원내대변인,"45,479(56.87)"
지역구,연수구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2804/Hb100134866/gicho/thumbnail.100134866.JPG,정일영(鄭日永),남,1957.08.14(62세),인천광역시 연수구 센트럴로,정당인,영국 리즈대학교 경제학전공 박사과정 졸업(경제학박사 1994. 12 ~ 1997. 1),(전) 인천국제공항공사 사장(전) 국토해양부 교통정책실장,"52,806(41.78)"
지역구,남동구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2805/Hb100136967/gicho/thumbnail.100136967.JPG,맹성규(孟聖奎),남,1962.05.16(57세),인천광역시 남동구 선수촌로,제20대 국회의원,한국항공대학교 대학원 졸업(법학박사),(전) 국토교통부 제2차관(현) 제20대 국회의원(남동구갑),"72,773(54.38)"
지역구,남동구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2805/Hb100137460/gicho/thumbnail.100137460.JPG,윤관석(尹官石),남,1960.08.17(59세),인천광역시 남동구 담방로,국회의원,한양대학교 신문학과 졸업,"(현) 제19, 20대 국회의원(남동구을)(현) 국회 국토교통위원회 간사","78,795(54.57)"
지역구,부평구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2806/Hb100135262/gicho/thumbnail.100135262.JPG,이성만(李成萬),남,1961.11.04(58세),인천광역시 부평구 아트센터로,정당인,연세대학교 물리학과 졸업,(전)인천대 도시행정학과 겸임교수(현)더불어민주당 부평구갑 지역위원장,"77,460(56.68)"
지역구,부평구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2806/Hb100137617/gicho/thumbnail.100137617.JPG,홍영표(洪永杓),남,1957.04.30(62세),인천광역시 부평구 수변로,제20대 국회의원,동국대학교 대학원 행정학과 박사과정 수료,(전)더불어민주당 원내대표(전)국회 환경노동위원회 위원장,"74,264(56.13)"
지역구,계양구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2807/Hb100136951/gicho/thumbnail.100136951.JPG,유동수(柳東秀),남,1961.09.18(58세),인천광역시 계양구 장제로663번길,국회의원,연세대학교 경영학과 졸업,(현)대한민국 국회 정무위원회 더불어민주당 간사(전)더불어민주당 원내부대표,"44,469(60.48)"
지역구,계양구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2807/Hb100137600/gicho/thumbnail.100137600.JPG,송영길(宋永吉),남,1963.03.21(57세),인천광역시 계양구 동양로,국회의원,연세대학교 상경대학 경영학과 졸업,"(전)민선 5기 인천광역시장(현)4선 국회의원(제16,17,18,20대)","51,821(58.67)"
지역구,서구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2808/Hb100134948/gicho/thumbnail.100134948.JPG,김교흥(金敎興),남,1960.08.30(59세),인천광역시 서구 청라한울로,대한체육회 부회장(생활체육),동국대학교 대학원 정치학과 박사과정 수료,(전)인천광역시 정무부시장(전)국회사무총장(장관급),"76,072(53.23)"
지역구,서구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2808/Hb100137341/gicho/thumbnail.100137341.JPG,신동근(申東根),남,1961.12.22(58세),인천광역시 서구 봉화로,국회의원,서울대학교대학원 치의학과 박사과정 수료,(현)제20대 인천서구을 국회의원(전)인천광역시 정무부시장,"83,671(61.64)"
지역구,동구남구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2903/Hb100134590/gicho/thumbnail.100134590.JPG,윤영덕(尹永德),남,1969.09.07(50세),광주광역시 남구 효우로60번길,정당인,중국 북경대학교 대학원 졸업 국제정치학 전공 법학박사(1999.9.~2005.7.),(전)문재인대통령 청와대 행정관(현)더불어민주당 광주동남갑지역위원장,"71,626(77.23)"
지역구,동구남구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2901/Hb100134753/gicho/thumbnail.100134753.JPG,이병훈(李炳勳),남,1957.03.18(63세),광주광역시 동구 동계로,정당인,전남대학교 일반대학원 행정학과 졸업(행정학박사),(전)문재인대통령후보 광주총괄선대본부장,"61,587(72.27)"
지역구,서구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2902/Hb100137726/gicho/thumbnail.100137726.JPG,송갑석(宋甲錫),남,1966.10.10(53세),광주광역시 서구 내방로,정치인,전남대학교 경영대학 무역학과 졸업,(현)국회의원(현)더불어민주당 중앙당 대변인,"69,285(82.18)"
지역구,서구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2902/Hb100135072/gicho/thumbnail.100135072.JPEG,양향자(梁香子),여,1967.04.04(53세),광주광역시 서구 풍암2로,정당인,성균관대학교 대학원 졸업 (공학석사),(전)더불어민주당 최고위원(전)국가공무원인재개발원 원장,"61,279(75.83)"
지역구,북구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2904/Hb100134673/gicho/thumbnail.100134673.JPG,조오섭(曺五燮),남,1968.07.19(51세),광주광역시 북구 문산로,정당인,전남대학교 사회과학대학 신문방송학과 졸업,(전)문재인대통령직속 국가균형발전위원회 대변인(현)더불어민주당 광주북구갑 지역위원장,"59,011(57.79)"
지역구,북구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2904/Hb100134797/gicho/thumbnail.100134797.JPG,이형석(李炯錫),남,1961.10.05(58세),광주광역시 북구 설죽로,정당인,전남대학교 일반대학원 석사과정(정치학과) 졸업,(현)더불어민주당 최고위원(전)노무현대통령 청와대 비서관,"108,229(78.82)"
지역구,광산구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2905/Hb100134638/gicho/thumbnail.100134638.JPG,이용빈(李龍彬),남,1964.12.15(55세),광주광역시 광산구 선운로2번길,이용빈가정의학과 원장,전남대학교 의과대학 의학과 졸업,(전)문재인대통령 직속 국가균형발전위원회 자문위원(전)문재인대통령후보 광주공동선거대책위원장,"67,482(77.77)"
지역구,광산구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg2905/Hb100134703/gicho/thumbnail.100134703.JPG,민형배(閔馨培),남,1961.06.15(58세),광주광역시 광산구 장덕로,정당인,전남대학교 일반대학원 사회학과 졸업 (사회학 박사),(전)문재인대통령 청와대 사회정책비서관(전)민선 5·6기 광산구청장,"96,808(84.05)"
지역구,동구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg3001/Hb100134631/gicho/thumbnail.100134631.JPEG,장철민(張喆敏),남,1983.05.16(36세),대전광역시 동구 동대전로46번길,정당인,서울대학교 정치학과 졸업,(전)더불어민주당 원내대표 정책조정실장(2급상당)(현)더불어민주당 정책위원회 부의장,"61,345(51.01)"
지역구,중구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg3002/Hb100136669/gicho/thumbnail.100136669.JPG,황운하(黃雲夏),남,1962.09.10(57세),대전광역시 중구 계룡로,정당인,성균관대학교 대학원 졸업(법학박사),(전)대전지방경찰청장(전)대전중부경찰서장,"66,306(50.30)"
지역구,서구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg3003/Hb100137585/gicho/thumbnail.100137585.JPG,박병석(朴炳錫),남,1952.01.25(68세),대전광역시 서구 정림서로,국회의원,한양대학교 대학원 박사과정 수료,(전)19대 국회부의장(전)서울특별시 정무부시장,"74,978(55.58)"
지역구,서구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg3003/Hb100137456/gicho/thumbnail.100137456.JPG,박범계(朴範界),남,1963.04.27(56세),대전광역시 서구 둔지로,국회의원,연세대학교 법학과 졸업,(현)제20대 국회의원(전)대전지방법원 판사,"70,708(57.50)"
지역구,유성구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg3004/Hb100137602/gicho/thumbnail.100137602.JPG,조승래(趙承來),남,1968.02.21(52세),대전광역시 유성구 도안동로,국회의원,충남대학교 평화안보대학원 졸업(평화안보학석사),(현)제20대 국회의원(전)노무현정부 청와대 사회조정비서관,"55,463(56.52)"
지역구,유성구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg3004/Hb100137037/gicho/thumbnail.100137037.JPG,이상민(李相珉),남,1958.01.22(62세),대전광역시 유성구 엑스포로,국회의원,충남대학교 법과대학 법학과 졸업,(현)국회의원(전)제19대 국회 법제사법위원회 위원장,"53,785(55.85)"
지역구,대덕구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg3005/Hb100134775/gicho/thumbnail.100134775.JPG,박영순(朴英淳),남,1964.12.07(55세),대전광역시 대덕구 중리서로41번길,정당인,충남대학교 대학원 석사과정 수료(동양철학전공),(전)대전광역시 정무부시장(전)문재인대통령 청와대 선임행정관,"47,652(49.39)"
지역구,중구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg3101/Hb100136610/gicho/thumbnail.100136610.JPG,박성민(朴聖敏),남,1959.04.19(60세),울산광역시 중구 남외1길,정당인,울산대학교 정책대학원 졸업(행정학석사),(전)울산중구청장(전)전국 시장·군수·구청장협의회 회장,"69,359(54.04)"
지역구,남구갑,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg3102/Hb100137075/gicho/thumbnail.100137075.JPG,이채익(李埰益),남,1955.05.27(64세),울산광역시 남구 중앙로290번길,국회의원,울산대학교 일반대학원 졸업(행정학박사),(현)제20대 국회의원(현)제20대 국회 행정안전위원회 간사,"55,252(53.40)"
지역구,남구을,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg3102/Hb100136597/gicho/thumbnail.100136597.JPG,김기현(金起炫),남,1959.02.21(61세),울산광역시 남구 신선로,정당인,서울대학교 법학과 졸업,"(전)제17,18,19대 국회의원(전)제6대 울산광역시장","48,933(58.48)"
지역구,동구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg3103/Hb100134681/gicho/thumbnail.100134681.JPG,권명호(權明浩),남,1961.01.10(59세),울산광역시 동구 화문로,정당인,울산대학교 정책대학원 졸업(행정학석사),(전) 제5대 울산광역시의회 후반기부의장(전) 제7대 울산광역시 동구청장,"33,845(38.36)"
지역구,북구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg3104/Hb100137085/gicho/thumbnail.100137085.JPEG,이상헌(李相憲),남,1954.07.10(65세),울산광역시 북구 천곡길,국회의원,동국대학교 대학원 호텔관광경영학 박사,(현)제20대 국회의원(현)더불어민주당 울산광역시당위원장,"54,215(46.34)"
지역구,울주군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg3105/Hb100135110/gicho/thumbnail.100135110.JPG,서범수(徐範洙),남,1963.09.17(56세),울산광역시 울주군 범서읍 대리2길,정당인,부산대학교 대학원 행정학과 행정학전공 박사과정 수료,(전)울산지방경찰청장(현)미래통합당 울주군 당협위원장,"66,317(52.74)"
지역구,수원시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4101/Hb100134971/gicho/thumbnail.100134971.JPG,김승원(金勝源),남,1969.07.08(50세),경기도 수원시 장안구 이목로,법무법인 호민 대표 변호사,서울대학교 법과대학 공법학과 졸업,(전) 수원지방법원 판사(전) 문재인대통령 청와대행정관(대통령비서실),"76,875(59.17)"
지역구,수원시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4102/Hb100137315/gicho/thumbnail.100137315.JPG,백혜련(白惠蓮),여,1967.02.17(53세),경기도 수원시 권선구 금곡로73번길,국회의원,고려대학교 문과대학 사회학과 졸업,(전)더불어민주당 대변인(현)제20대 수원시을 국회의원,"84,500(60.68)"
지역구,수원시병,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4103/Hb100137250/gicho/thumbnail.100137250.JPG,김영진(金榮鎭),남,1967.09.10(52세),경기도 수원시 팔달구 정자천로32번길,국회의원,중앙대학교 경영학과 졸업,(현) 국회의원(전) 더불어민주당 전략기획위원장,"50,369(53.07)"
지역구,수원시정,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4104/Hb100137627/gicho/thumbnail.100137627.JPG,박광온(朴洸瑥),남,1957.03.26(63세),경기도 수원시 영통구 센트럴파크로,국회의원,고려대학교 사회학과 졸업,(전)MBC 보도국장(현)더불어민주당 최고위원,"79,557(57.42)"
지역구,수원시무,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4102/Hb100137609/gicho/thumbnail.100137609.JPG,김진표(金振杓),남,1947.05.04(72세),경기도 수원시 영통구 덕영대로1484번길,국회의원,서울대학교 법과대학 법학과 졸업,(전)노무현정부 경제부총리(현)더불어민주당 비상경제대책본부장,"82,002(55.21)"
지역구,성남시수정구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4105/Hb100137372/gicho/thumbnail.100137372.JPG,김태년(金太年),남,1965.03.20(55세),경기도 성남시 수정구 모란로,국회의원,경희대학교 행정대학원 졸업(행정학석사),(현)제20대 국회의원(3선)(전)더불어민주당 정책위의장,"76,830(60.31)"
지역구,성남시중원구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4106/Hb100134597/gicho/thumbnail.100134597.JPG,윤영찬(尹永燦),남,1964.08.05(55세),경기도 성남시 중원구 희망로,정당인,서울대학교 사회과학대학 지리학과 졸업,(전)문재인대통령비서실 국민소통수석비서관(전)네이버 부사장,"65,947(54.62)"
지역구,성남시분당구갑,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4107/Hb100137484/gicho/thumbnail.100137484.JPG,김은혜(金恩慧),여,1971.01.06(49세),경기도 성남시 분당구 판교원로82번길,정당인,연세대학교 언론홍보대학원 졸업(문학석사),(전) MBC 뉴스데스크 앵커(전) 청와대 대변인,"78,134(50.07)"
지역구,성남시분당구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4107/Hb100136741/gicho/thumbnail.100136741.JPG,김병욱(金炳旭),남,1965.04.15(55세),경기도 성남시 분당구 내정로,국회의원,고려대학교 경영대학원 졸업(경영학석사),(현)제20대 국회의원(현)더불어민주당 정책위 상임부의장,"68,387(47.94)"
지역구,의정부시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4108/Hb100137459/gicho/thumbnail.100137459.JPG,오영환(吳永煥),남,1988.02.10(32세),경기도 의정부시 흥선로177번길,정당인,서울시립대학교 소방방재학과 졸업,(전) 중앙119구조본부 수도권특수구조대(현) 정당인,"54,806(53.03)"
지역구,의정부시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4108/Hb100135589/gicho/thumbnail.100135589.JPG,김민철(金敏徹),남,1967.11.18(52세),경기도 의정부시 오목로,정당인,연세대학교 대학원 졸업(통일학 석사),(전) 노무현정부 청와대행정관(현) 더불어민주당 의정부(을) 지역위원장,"71,573(55.98)"
지역구,안양시만안구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4109/Hb100134894/gicho/thumbnail.100134894.JPG,강득구(姜得求),남,1963.05.27(56세),경기도 안양시 만안구 충훈로,정당인,연세대학교 행정대학원 졸업(행정학석사),(전)경기도연정부지사(전)경기도의회 의장,"75,266(53.60)"
지역구,안양시동안구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4110/Hb100134637/gicho/thumbnail.100134637.JPG,민병덕(閔炳德),남,1970.12.20(49세),경기도 안양시 동안구 동편로68번길,변호사,서울대학교 정치학과 졸업,(현) 법무법인 민본 대표변호사(현) 더불어민주당 안양동안갑 지역위원회 위원장,"56,345(55.33)"
지역구,안양시동안구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4110/Hb100136265/gicho/thumbnail.100136265.JPG,이재정(李在汀),여,1974.08.02(45세),경기도 안양시 동안구 경수대로,국회의원,경북대학교 사법학과 졸업,(현) 더불어민주당 국회의원(현) 더불어민주당 대변인,"49,736(54.15)"
지역구,부천시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4145/Hb100136410/gicho/thumbnail.100136410.JPG,김경협(金炅俠),남,1962.11.07(57세),경기도 부천시 길주로392번길,국회의원,고려대학교 노동대학원 졸업(경제학석사),"(현) 제19, 20대 국회의원(전) 노무현정부 청와대 비서관","48,002(59.17)"
지역구,부천시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4145/Hb100136412/gicho/thumbnail.100136412.JPG,설훈(薛勳),남,1953.04.23(66세),경기도 부천시 중동로,국회의원,고려대학교 사학과 졸업,"(현) 19, 20대 부천시을 국회의원(현) 더불어민주당 최고위원","80,889(54.90)"
지역구,부천시병,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4145/Hb100136312/gicho/thumbnail.100136312.JPG,김상희(金相姬),여,1954.05.18(65세),경기도 부천시 소사로78번길,국회의원,이화여자대학교 제약학과 졸업,"(현) 국회의원(제18,19,20대)(전) 문재인대통령직속 저출산·고령사회위원회 초대 부위원장","77,577(60.55)"
지역구,부천시정,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4145/Hb100135345/gicho/thumbnail.100135345.JPG,서영석(徐暎錫),남,1964.09.16(55세),경기도 부천시 길주로573번길,약사,성균관대학교 약학과 졸업,(현) 더불어민주당 중앙당 부대변인(전) 부천시 약사회장,"49,552(56.74)"
지역구,광명시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4114/Hb100137404/gicho/thumbnail.100137404.JPG,임오경(林五卿),여,1971.12.11(48세),경기도 광명시 철산로,정당인,한국체육대학교 대학원 졸업(이학박사),(현)더불어민주당 정책위 부의장(전)대한민국 핸드볼 국가대표,"43,019(47.66)"
지역구,광명시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4114/Hb100134816/gicho/thumbnail.100134816.JPG,양기대(梁基大),남,1962.10.12(57세),경기도 광명시 디지털로,정당인,서울대학교 지리교육과 졸업,(전)광명시장(전)국립한국교통대학교 특임교수,"58,130(64.09)"
지역구,평택시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100134584/gicho/thumbnail.100134584.JPG,홍기원(洪起元),남,1964.12.13(55세),경기도 평택시 송탄로,정당인,미국워싱턴대학교 대학원 졸업(1999. 9.~2001. 6. 경제학석사),(현)청와대 국가안보실 정책자문위원(전)터키 이스탄불 총영사,"62,564(50.22)"
지역구,평택시을,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100137204/gicho/thumbnail.100137204.JPG,유의동(兪義東),남,1971.06.23(48세),경기도 평택시 현신3길,국회의원,미국 캘리포니아대학교 샌디에이고 대학원졸업(99.9.~01.6.태평양지역국제관계학석사),"(현)국회의원(19,20대)(현)국회 정무위원회 법안심사제2소위원회 위원장","59,491(47.67)"
지역구,동두천시연천군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4117/Hb100137142/gicho/thumbnail.100137142.JPG,김성원(金成願),남,1973.10.15(46세),경기도 동두천시 동광로,제20대 국회의원(동두천시연천군),고려대학교 대학원 토목환경공학과 졸업 (공학박사),(전) 국회의장 정무비서관(현) 미래통합당 대변인,"38,777(53.61)"
지역구,안산시상록구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100136987/gicho/thumbnail.100136987.JPG,전해철(全海澈),남,1962.05.18(57세),경기도 안산시 상록구 해양1로,국회의원,고려대학교 법학과 졸업,(전)노무현정부 청와대 민정수석(전)더불어민주당 최고위원,"59,021(58.55)"
지역구,안산시상록구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100137430/gicho/thumbnail.100137430.JPG,김철민(金哲玟),남,1957.02.15(63세),경기도 안산시 상록구 안산천남1로,정치인,한양대학교 산업경영디자인대학원(현 융합산업대학원) 졸업(경영학 석사),(전)민선5기 안산시장(현)제20대 국회의원,"43,599(57.77)"
지역구,안산시단원구갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100135146/gicho/thumbnail.100135146.JPG,고영인(高永寅),남,1963.07.07(56세),경기도 안산시 단원구 선부광장북로,신안산대학교 산업경영과 초빙교수,고려대학교 건축공학과 졸업,(현)더불어민주당 안산단원갑 지역위원장(현)신안산대학교 산업경영과 초빙교수,"42,009(55.74)"
지역구,안산시단원구을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100137493/gicho/thumbnail.100137493.JPG,김남국(金南局),남,1982.10.22(37세),경기도 안산시 단원구 광덕서로,변호사,서울대학교 대학원 수료(법학 박사 과정),(전)참여연대 민생희망본부 실행위원(현)더불어민주당 부대변인,"42,150(51.32)"
지역구,고양시갑,해당없음,정의당,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100137089/gicho/thumbnail.100137089.JPG,심상정(沈相奵),여,1959.02.20(61세),경기도 고양시 덕양구 신원로,국회의원,서울대학교 사회교육학과 졸업,(현)국회의원(현)정의당 대표,"56,516(39.38)"
지역구,고양시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100137385/gicho/thumbnail.100137385.JPG,한준호(韓俊鎬),남,1974.02.20(46세),경기도 고양시 덕양구 용현로,더불어민주당 정책위원회 부의장,가톨릭대학교 글로벌융합대학원 졸업(한류MBA 석사),(전)문재인정부 대통령비서실 국민소통수석실 행정관(전)MBC 문화방송 아나운서,"80,739(52.47)"
지역구,고양시병,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4121/Hb100137188/gicho/thumbnail.100137188.JPG,홍정민(洪貞敏),여,1978.11.24(41세),경기도 고양시 일산동구 경의로,변호사,서울대학교 대학원 졸업(경제학 박사),(전)삼성경제연구소 수석연구원(현)로스토리법률사무소 대표변호사,"80,068(54.26)"
지역구,고양시정,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4122/Hb100137309/gicho/thumbnail.100137309.JPG,이용우(李龍雨),남,1964.02.01(56세),경기도 고양시 일산서구 킨텍스로,정당인,서울대학교 대학원 졸업(경제학박사),(전)한국카카오은행 공동대표(현)더불어민주당 규제혁신특별위원회 위원장,"85,943(53.42)"
지역구,의왕시과천시,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4124/Hb100137284/gicho/thumbnail.100137284.JPG,이소영(李素永),여,1985.02.10(35세),경기도 의왕시 백운중앙로,변호사,서울대학교 대학원 수료(법학과 석사과정),(전)대통령직속 국가기후환경회의 저감위원회 전문위원(전)김앤장 법률사무소 변호사,"58,938(43.38)"
지역구,구리시,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4125/Hb100136733/gicho/thumbnail.100136733.JPG,윤호중(尹昊重),남,1963.03.27(57세),경기도 구리시 건원대로,국회의원,서울대학교 철학과 졸업,(현)제20대 구리시 국회의원(현)더불어민주당 사무총장,"64,668(58.64)"
지역구,남양주시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4126/Hb100137049/gicho/thumbnail.100137049.JPG,조응천(趙應天),남,1962.09.17(57세),경기도 남양주시 호평로,국회의원,서울대학교 법과대학 공법학과 졸업,(현)남양주시갑 국회의원(전)청와대 공직기강비서관,"59,779(57.95)"
지역구,남양주시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4126/Hb100137031/gicho/thumbnail.100137031.JPG,김한정(金漢正),남,1963.09.06(56세),경기도 남양주시 별내3로,국회의원,서울대학교 국제경제학과 졸업,(현)제20대 국회의원(전)청와대 제1부속실장(김대중 대통령),"68,660(59.08)"
지역구,남양주시병,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4126/Hb100137071/gicho/thumbnail.100137071.JPG,김용민(金容民),남,1976.06.05(43세),경기도 남양주시 도농로,변호사,한국과학기술원(KAIST) 대학원 졸업 (공학석사),(전)법무부 2기 법무검찰개혁위원회 위원(전)한양대학교 법학전문대학원 겸임교수,"71,776(50.08)"
