선거구명,사진,기호,소속정당,성명,성별,생년월일,주소,직업,학력,경력,재산신고액(천원),병역,납부액,최근5년체납액,현체납액,전과기록,입후보
부천시오정구,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4113/Sgg2411301/Hb100119924/gicho/thumbnail.100119924.jpg,2,더불어민주당,"

																원혜영(元惠榮)


",남,1951/09/27(64세),경기도 부천시 원미구 부천로264번길,국회의원,서울대학교 사범대학 역사교육과 졸업,(전)(주)풀무원식품 창업자(전)민주당 원내대표,"607,090",군복무를 마친사람,"97,377",0,0,1건,7회
부천시오정구,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4113/Sgg2411301/Hb100119049/gicho/thumbnail.100119049.jpg,3,국민의당,"

																서영석(徐榮奭)


",남,1958/11/02(57세),경기도 부천시 오정구 삼작로410번길,정당인,연세대학교 행정대학원 행정학 석사,(전)경기도의회 6대 전반기 부의장(전)국민의당 중앙당 창당발기인,"3,545,489",군복무를 마친사람,"42,457","2,617",0,없음,4회
부천시오정구,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4113/Sgg2411301/Hb100120248/gicho/thumbnail.100120248.jpg,4,정의당,"

																구자호(具滋鎬)


",남,1974/08/10(41세),서울특별시 마포구 숭문길,정당인,성공회대학교 문화대학원 문화기획전공 석사과정 재학,(현)정의당 부천시오정구위원회 위원장(전)노회찬 전 국회의원 정책특보,"-28,000",군복무를 마친사람,47,0,0,없음,1회
광명시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4114/Sgg2411401/Hb100119126/gicho/thumbnail.100119126.jpg,1,새누리당,"

																정은숙(鄭銀淑)


",여,1958/07/10(57세),경기도 광명시 광명로,정당인,고려대학교 정책대학원 경제정책학과 졸업(경제학석사),(전)새누리당 광명시갑 당원협의회 위원장(현)새누리당 경기도당 수석대변인,"3,296,463",해당없음(비대상),"370,314",0,0,없음,2회
광명시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4114/Sgg2411401/Hb100119872/gicho/thumbnail.100119872.jpg,2,더불어민주당,"

																백재현(白在鉉)


",남,1951/07/04(64세),경기도 광명시 광삼로5번길,국회의원,경기대학교 무역학과 졸업,"(전)민선2,3기 광명시장 (전)새정치민주연합 정책위의장(현,더불어민주당)","2,762,518",군복무를 마치지 아니한 사람,"109,957",0,0,없음,6회
광명시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4114/Sgg2411401/Hb100118806/gicho/thumbnail.100118806.jpg,3,국민의당,"

																양순필(梁舜弼)


",남,1970/06/23(45세),경기도 광명시 광명로,정치시민운동가,한양대학교 정치외교학과 졸업,(전)노무현대통령 청와대행정관(현)착한정치협동조합 운영위원장,"414,214",군복무를 마친사람,"10,939",0,0,없음,0회
광명시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4114/Sgg2411401/Hb100119132/gicho/thumbnail.100119132.jpg,4,정의당,"

																문현수(文賢洙)


",남,1968/08/28(47세),경기도 광명시 새터안로,정당인,중앙대학교 경영학과 중퇴(1년수료),(전)광명시의회 부의장(현)정의당 광명갑 지역위원장,"273,890",군복무를 마친사람,"1,485",0,0,없음,3회
광명시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4114/Sgg2411402/Hb100118812/gicho/thumbnail.100118812.jpg,1,새누리당,"

																주대준(朱大俊)


",남,1953/07/12(62세),경기도 광명시 소하로,정당인,한국과학기술원(KAIST) 경영공학 졸업(공학박사),(전)카이스트(한국과학기술원) 부총장(전)청와대 대통령경호실 경호차장,"1,800,560",군복무를 마친사람,"150,272",0,0,없음,0회
광명시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4114/Sgg2411402/Hb100120164/gicho/thumbnail.100120164.jpg,2,더불어민주당,"

																이언주(李彦周)


",여,1972/11/08(43세),경기도 광명시 오리로,국회의원,연세대학교 법무대학원 경제법무 졸업(법학석사),(현)제19대 광명시(을) 국회의원(현)더불어민주당 원내대변인,"2,435,756",해당없음(비대상),"205,492",0,0,없음,1회
광명시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4114/Sgg2411402/Hb100120606/gicho/thumbnail.100120606.jpg,3,국민의당,"

																송백석(宋伯錫)


",남,1965/10/01(50세),경기도 부천시 원미구 계남로,정당인,"영국 뉴캐슬 대학교 인문사회과학학부 졸업(정치학박사, '99.9.1.∼'04.7.10.)",(전)고려대학교 연구교수(전)새정치민주연합 정책위원회 부의장,"364,692",군복무를 마친사람,"1,675",120,0,없음,0회
광명시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4114/Sgg2411402/Hb100118811/gicho/thumbnail.100118811.jpg,4,정의당,"

																이병렬(李秉烈)


",남,1962/03/10(54세),경기도 광명시 오리로,정당인,연세대학교 법학과 졸업,(전)세월호참사 국민대책회의 운영위원(현)정의당 부대표,"589,000",군복무를 마친사람,"6,660",0,0,2건,2회
평택시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4115/Sgg2411501/Hb100120229/gicho/thumbnail.100120229.jpg,1,새누리당,"

																원유철(元裕哲)


",남,1962/09/26(53세),경기도 평택시 지산로,국회의원,고려대학교 정치외교학과 졸업,(현)새누리당 원내대표(현)국회의원(4선),"487,728",군복무를 마친사람,"38,136","13,764",0,없음,6회
평택시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4115/Sgg2411501/Hb100118675/gicho/thumbnail.100118675.jpg,2,더불어민주당,"

																고인정(高仁貞)


",여,1962/11/11(53세),경기도 평택시 송탄로,정당인,평택대학교 일반대학원 박사과정 수료(전공:사회복지학),"(전)평택시어린이집연합회 5대,6대 회장(현)더불어민주당 평택갑지역위원회 위원장","536,479",해당없음(비대상),"10,401",0,0,2건,3회
평택시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4115/Sgg2411501/Hb100119349/gicho/thumbnail.100119349.jpg,3,국민의당,"

																최인규(崔仁奎)


",남,1959/06/22(56세),경기도 평택시 청원로,기업인,호서대학교 일반대학원 경영학박사,(전)수원지방법원 평택지원 민.가사 조정위원(현)단국대 대학원 국제통상학 외래강사,"6,077,769",군복무를 마친사람,"518,162",0,0,없음,0회
평택시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4115/Sgg2411501/Hb100118904/gicho/thumbnail.100118904.jpg,4,정의당,"

																송치용(宋致龍)


",남,1964/01/14(52세),경기도 평택시 경기대로,수의사(보람동물병원 원장),서울대학교 수의학과 졸업,(현)정의당 예비내각 동물복지부 장관(현)대한수의사회 정무부회장,"149,490",군복무를 마치지 아니한 사람,"141,688",0,0,1건,0회
평택시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4115/Sgg2411502/Hb100119919/gicho/thumbnail.100119919.jpg,1,새누리당,"

																유의동(兪義東)


",남,1971/06/23(44세),경기도 평택시 현신3길,국회의원,미국캘리포니아주립대학교(UC San Diego)졸업 태평양지역국제관계석사(1999.9~2001.6),(현)제19대 국회의원(현)새누리당 원내대변인,"568,289",군복무를 마친사람,"18,648",0,0,1건,1회
평택시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4115/Sgg2411502/Hb100119880/gicho/thumbnail.100119880.jpg,2,더불어민주당,"

																김선기(金善基)


",남,1953/03/01(63세),경기도 평택시 참이슬길,대학교수,중앙대학교 대학원 경제학박사,(전)행정고등고시 합격(전)평택시장,"1,875,290",군복무를 마친사람,"73,123",0,0,1건,5회
평택시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4115/Sgg2411502/Hb100119263/gicho/thumbnail.100119263.jpg,3,국민의당,"

																이계안(李啓安)


",남,1952/03/28(64세),경기도 평택시 현촌3길,중소기업 전문경영인,서울대학교 경영학과 졸업,(전)현대자동차 사장(전)제17대 국회의원,"10,221,918",군복무를 마친사람,"647,556",0,0,없음,2회
평택시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4115/Sgg2411502/Hb100120356/gicho/thumbnail.100120356.jpg,5,민중연합당,"

																김현래(金鉉來)


",남,1982/08/22(33세),경기도 평택시 비전2로,청소년 지도사,평택대학교 사회복지학부(청소년복지학 전공) 졸업,(현)평택청년회 회장(현)평택평화나비 대표,"43,900",군복무를 마친사람,0,0,0,없음,0회
동두천시연천군,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4117/Sgg2411701/Hb100119417/gicho/thumbnail.100119417.jpg,1,새누리당,"

																김성원(金成願)


",남,1973/10/15(42세),경기도 동두천시 동광로,국회 미래전략 자문위원회 위원,고려대학교 대학원 토목환경공학과 졸업(공학박사),(전)국회의장 정무비서관(전)고려대학교 환경기술정책연구소 연구교수,"747,016",군복무를 마친사람,"16,046",0,0,1건,0회
동두천시연천군,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4117/Sgg2411701/Hb100120246/gicho/thumbnail.100120246.jpg,2,더불어민주당,"

																유진현(柳辰炫)


",남,1964/02/07(52세),경기도 동두천시 강변로664번길,신한대학교 식품조리과학부 교수,경기대학교 대학원 외식조리관리학 졸업(관광학 박사),(현)한국조리학회 수석이사(현)한국외식산업학회 이사,"40,128",군복무를 마친사람,"7,522",0,0,없음,0회
동두천시연천군,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4117/Sgg2411701/Hb100120521/gicho/thumbnail.100120521.jpg,3,국민의당,"

																심동용(沈東用)


",남,1971/09/06(44세),경기도 동두천시 어수로,정당인,광운대학교 화학공학과 졸업,(전) 동두천 부영연대모임 공동대표(전) 동두천 으뜸스터디 학원 원장,"27,910",군복무를 마친사람,294,0,0,1건,1회
안산시상록구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4118/Sgg2411801/Hb100118365/gicho/thumbnail.100118365.jpg,1,새누리당,"

																이화수(李和洙)


",남,1953/01/05(63세),경기도 안산시 상록구 반석로,정당인,연세대학교 경제대학원 졸업(경제학석사),(전)18대 국회의원(전)한국노총 경기지역본부 의장,"915,014",군복무를 마친사람,"21,314",0,0,1건,1회
안산시상록구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4118/Sgg2411801/Hb100119385/gicho/thumbnail.100119385.jpg,2,더불어민주당,"

																전해철(全海澈)


",남,1962/05/18(53세),경기도 안산시 상록구 해양1로,국회의원,고려대학교 법과대학 법학과 졸업,(전)노무현정부 청와대 민정수석(현)더불어민주당 안산시상록구갑 국회의원,"1,967,319",군복무를 마친사람,"80,259",0,0,없음,2회
안산시상록구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4118/Sgg2411801/Hb100120057/gicho/thumbnail.100120057.jpg,3,국민의당,"

																박주원(朴柱源)


",남,1958/10/06(57세),경기도 안산시 단원구 초지동로,정당인,고려대학교 대학원 법학과 졸업(법학박사),(전)민선 4기 안산시장(현)국민대학교 법과대학 겸임교수,"3,843,685",군복무를 마친사람,"205,436",830,0,없음,4회
안산시상록구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4118/Sgg2411801/Hb100120358/gicho/thumbnail.100120358.jpg,5,민중연합당,"

																홍연아(洪姸娥)


",여,1972/07/05(43세),경기도 안산시 상록구 반석로,정당인,고려대학교 이과대학 전산과학과 졸업,(전)안산시의원(전)경기도의원,"212,218",해당없음(비대상),"13,559",0,0,2건,4회
안산시상록구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4118/Sgg2411801/Hb100118720/gicho/thumbnail.100118720.jpg,6,무소속,"

																장경수(張炅秀)


",남,1959/08/16(56세),경기도 안산시 상록구 반석로,정치인,단국대학교 대학원 졸업(행정학박사),(전)17대 국회의원(전)한양대산업경영디자인대학원 겸임교수,"1,401,843",군복무를 마친사람,"121,774",0,0,없음,1회
안산시상록구을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4118/Sgg2411802/Hb100118463/gicho/thumbnail.100118463.jpg,1,새누리당,"

																홍장표(洪章杓)


",남,1959/08/19(56세),경기도 안산시 상록구 안산천남1로,정당인,한양대학교 도시대학원 졸업(도시공학박사),(전)제18대 국회의원(현)도시공학박사 홍장표 미래도시연구소 이사장,"3,768,960",군복무를 마친사람,"630,991",0,0,1건,6회
안산시상록구을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4118/Sgg2411802/Hb100119355/gicho/thumbnail.100119355.jpg,2,더불어민주당,"

																김철민(金哲玟)


",남,1957/02/15(59세),경기도 안산시 상록구 예술광장1로,(주)안산종합건축사 대표건축사,한양대학교 산업경영디자인대학원졸업(경영학석사),(전)안산시장(전)상록신용협동조합 이사장,"2,564,165",군복무를 마친사람,"572,275","54,743",0,4건,3회
안산시상록구을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4118/Sgg2411802/Hb100119498/gicho/thumbnail.100119498.jpg,3,국민의당,"

																김영환(金榮煥)


",남,1955/05/27(60세),경기도 안산시 상록구 안산천남1로,국회의원,연세대학교 경제대학원 졸업(경제학석사),(전)과학기술부장관(현)국회의원,"243,014",군복무를 마치지 아니한 사람,"187,998",0,0,없음,6회
안산시단원구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4119/Sgg2411901/Hb100119567/gicho/thumbnail.100119567.jpg,1,새누리당,"

																김명연(金明淵)


",남,1964/02/28(52세),경기도 안산시 단원구 새뿔길,국회의원,한양대학교 행정·자치대학원 지방자치학과 졸업(지방자치학석사),(현) 제19대 국회의원 (안산시단원구갑)(현) 새누리당 경기도당위원장,"1,943,191",군복무를 마친사람,"67,156",0,0,없음,3회
안산시단원구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4119/Sgg2411901/Hb100118368/gicho/thumbnail.100118368.jpg,2,더불어민주당,"

																고영인(高永寅)


",남,1963/07/07(52세),경기도 안산시 단원구 선부광장북로,정당인,고려대학교 건축공학과 졸업,(현)더불어민주당 안산시단원구갑 지역위원장(현)신안산대학교 초빙교수,"66,242",군복무를 마치지 아니한 사람,"1,871","3,732",0,1건,2회
안산시단원구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4119/Sgg2411901/Hb100120582/gicho/thumbnail.100120582.jpg,3,국민의당,"

																김기완(金奇琓)


",남,1966/02/09(50세),경기도 안산시 단원구 광덕1로,정당인,한양대학교 공공정책대학원 졸업(행정학석사),(전)안산시의회의장(전)경기도 시군의장협의회 회장,"287,547",군복무를 마치지 아니한 사람,"11,697",0,0,없음,3회
안산시단원구갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4119/Sgg2411901/Hb100119323/gicho/thumbnail.100119323.jpg,5,무소속,"

																이영근(李榮根)


",남,1951/12/20(64세),경기도 안산시 단원구 지곡로5길,교수,충남대학교 공과대학 화학공학과 졸업 (공학사),(현)신안산대학교 겸임교수(현)한중 서화교류협회 회장,"309,593",군복무를 마친사람,"13,907",0,0,없음,0회
안산시단원구을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4119/Sgg2411902/Hb100118363/gicho/thumbnail.100118363.jpg,1,새누리당,"

																박순자(朴順子)


",여,1958/10/12(57세),경기도 안산시 단원구 광덕1로,정당인,한양대학교 일반대학원 행정학과(행정학박사),"(전) 제17대, 18대 국회의원(현) 한양대학교 특임교수","2,739,658",해당없음(비대상),"282,891",0,0,없음,3회
안산시단원구을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4119/Sgg2411902/Hb100120420/gicho/thumbnail.100120420.jpg,2,더불어민주당,"

																손창완(孫昌浣)


",남,1955/10/10(60세),경기도 안산시 단원구 광덕2로,정당인,동국대학교대학원 경찰행정학과 졸업 (경찰학박사),(전) 경찰대학장(전) 신안산대학교 경호경찰학과 초빙교수,"527,494",군복무를 마친사람,"30,122",0,0,없음,0회
안산시단원구을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4119/Sgg2411902/Hb100119394/gicho/thumbnail.100119394.jpg,3,국민의당,"

																부좌현(夫佐炫)


",남,1956/05/13(59세),경기도 안산시 단원구 광덕동로,국회의원,한양대학교 행정대학원 행정학과 졸업 (행정학석사),(현) 제19대 국회의원(현) 국회산업통상자원위원회 위원,"396,652",군복무를 마친사람,"18,242",0,0,1건,4회
안산시단원구을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4119/Sgg2411902/Hb100118832/gicho/thumbnail.100118832.jpg,4,정의당,"

																이재용(李在容)


",남,1963/09/11(52세),경기도 안산시 단원구 예술대학로2길,(주)시피엠테크 대표이사,서울산업대학교 도예학과 졸업,(전)안산의료복지사회적협동조합 이사(현) 라성연립 자치관리위원회 회장,"-23,623",군복무를 마친사람,"27,882",0,0,없음,3회
고양시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4120/Sgg2412001/Hb100118645/gicho/thumbnail.100118645.JPG,1,새누리당,"

																손범규(孫範奎)


",남,1966/12/19(49세),경기도 고양시 덕양구 고골길83번길,변호사,연세대학교 법학과 졸업,(전)새누리당 고양시덕양구갑 제18대국회의원(전)정부법무공단 이사장,"409,645",군복무를 마친사람,"73,879",0,0,없음,2회
고양시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4120/Sgg2412001/Hb100118678/gicho/thumbnail.100118678.jpg,2,더불어민주당,"

																박준(朴峻)


",남,1969/01/14(47세),경기도 고양시 덕양구 화중로,정당인(지역위원장),연세대학교 대학원 졸업(행정학석사),(전)더불어민주당 총무부본부장(현)더불어민주당 고양덕양갑 지역위원장,"612,200",군복무를 마친사람,"2,262",0,0,없음,1회
고양시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4120/Sgg2412001/Hb100120137/gicho/thumbnail.100120137.jpg,4,정의당,"

																심상정(沈相奵)


",여,1959/02/20(57세),경기도 고양시 덕양구 신원로,국회의원,서울대학교 사범대학 사회교육학과 졸업,(현)국회의원(현)정의당 대표,"280,595",해당없음(비대상),"17,394",0,0,2건,4회
고양시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4120/Sgg2412001/Hb100118649/gicho/thumbnail.100118649.jpg,5,노동당,"

																신지혜(申智惠)


",여,1987/10/22(28세),경기도 고양시 덕양구 은빛로77번길,정당인,이화여자대학교 사회학과 졸업(복수전공 : 여성학),(현)노동당 고양파주당원협의회 위원장(현)평화캠프 고양지부 사무처장,"50,000",해당없음(비대상),0,0,0,없음,1회
고양시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4120/Sgg2412002/Hb100119715/gicho/thumbnail.100119715.jpg,1,새누리당,"

																김태원(金兌原)


",남,1951/03/19(65세),경기도 고양시 덕양구 서정마을로,국회의원,연세대학교 행정대학원 졸업(행정학석사),(현)국회 국토교통위원회 간사(현)중소기업과 골목상권을 지키는 국회의원 모임 회원,"532,506",군복무를 마친사람,"57,155",0,0,1건,2회
고양시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4120/Sgg2412002/Hb100118614/gicho/thumbnail.100118614.jpg,2,더불어민주당,"

																정재호(鄭在浩)


",남,1965/10/22(50세),경기도 고양시 덕양구 서정로,입법정책연구소 '우리고양' 대표,고려대학교 행정학과 졸업,(전)노무현대통령 청와대 사회조정비서관(전)국무총리실 민정수석,"1,574,089",군복무를 마친사람,"13,662",0,0,없음,0회
고양시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4120/Sgg2412002/Hb100120584/gicho/thumbnail.100120584.jpg,3,국민의당,"

																이균철(李均喆)


",남,1963/03/23(53세),경기도 고양시 덕양구 고양대로1384번길,정당인,동국대학교 무역학과 국제통상 지역연구 박사과정 수료,(전)고양시 예비군 관리 대대장(전)한국통상정보학회 이사,"485,000",군복무를 마친사람,"21,308",0,0,1건,0회
고양시을,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4120/Sgg2412002/Hb100119475/gicho/thumbnail.100119475.jpg,5,민중연합당,"

																송영주(宋英株)


",여,1972/09/23(43세),경기도 고양시 덕양구 소만로,정당인,성공회대학교 시민사회복지대학원 사회복지학과 석사과정 수료,"(전)제7대, 제8대 경기도의회의원(전)경기도의회 건설교통위원장","-14,216",해당없음(비대상),"28,017",0,0,1건,3회
고양시병,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4121/Sgg2412101/Hb100118429/gicho/thumbnail.100118429.jpg,1,새누리당,"

																백성운(白成雲)


",남,1949/06/16(66세),경기도 고양시 일산동구 강석로,정당인,고려대학교 대학원 졸업(행정학 박사),(전)고양군수(전)제18대 국회의원(고양시일산동구),"5,484,133",군복무를 마친사람,"103,361",0,0,없음,1회
고양시병,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4121/Sgg2412101/Hb100119917/gicho/thumbnail.100119917.jpg,2,더불어민주당,"

																유은혜(兪銀惠)


",여,1962/10/02(53세),경기도 고양시 일산동구 탄중로,국회의원,이화여자대학교 정책과학대학원 졸업(정책학 석사),(현)제19대 국회의원(전)더불어민주당 대변인,"230,339",해당없음(비대상),"16,119",0,0,없음,2회
고양시병,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4121/Sgg2412101/Hb100120302/gicho/thumbnail.100120302.jpg,3,국민의당,"

																장석환(張碩桓)


",남,1962/03/24(54세),경기도 고양시 일산동구 경의로,대학교수,서울시립대학교 대학원 졸업(공학박사),(현)대진대학교 건설시스템공학과 교수(현)아시아하천복원네트워크(ARRN) 의장,"3,456,346",군복무를 마치지 아니한 사람,"47,739",0,0,없음,0회
고양시정,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4122/Sgg2412201/Hb100118451/gicho/thumbnail.100118451.jpg,1,새누리당,"

																김영선(金映宣)


",여,1960/05/16(55세),경기도 고양시 일산서구 강선로,변호사,서울대학교 법과대학 공법학과 졸업,(전)한나라당 대표 최고위원(전)대한민국 국회 민생대책특별위원장,"1,641,072",해당없음(비대상),"161,377",0,0,없음,5회
고양시정,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4122/Sgg2412201/Hb100119511/gicho/thumbnail.100119511.jpg,2,더불어민주당,"

																김현미(金賢美)


",여,1962/11/29(53세),경기도 고양시 일산서구 하이파크로,정치인(국회의원),연세대학교 사회과학대학 정치외교학과 졸업,(현)19대 국회의원(전)노무현대통령비서실 국내언론비서관,"782,868",해당없음(비대상),"93,141",0,0,1건,3회
고양시정,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4122/Sgg2412201/Hb100120344/gicho/thumbnail.100120344.jpg,3,국민의당,"

																길종성(吉鍾晟)


",남,1961/09/08(54세),경기도 고양시 일산서구 고양대로,사단법인 영토지킴이 독도사랑회 이사장,성균관대학교 국가전략대학원 정치학 석사,(현)사단법인 영토지킴이 독도사랑회 이사장(전)제17대 대통령인수위 자문위원,"223,500",군복무를 마친사람,657,0,0,1건,3회
의왕시과천시,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4124/Sgg2412301/Hb100118749/gicho/thumbnail.100118749.jpg,1,새누리당,"

																박요찬(朴堯燦)


",남,1961/11/07(54세),경기도 의왕시 내손로,정당인,서울대학교 법과대학 사법학과 졸업,(전)의왕·과천 새누리당 당협위원장(전)18대 대통령선거 새누리당 경기도당 선거대책위원회 법률지원단장,"4,359,013",군복무를 마친사람,"734,916",0,0,없음,1회
의왕시과천시,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4124/Sgg2412301/Hb100118608/gicho/thumbnail.100118608.jpg,2,더불어민주당,"

																신창현(申昌賢)


",남,1953/06/27(62세),경기도 의왕시 부곡중앙남3길,(사)환경분쟁연구소장,고려대학교 법과대학 행정학과 졸업,(전)의왕시장(전)청와대 환경비서관,"834,846",군복무를 마친사람,"37,880",0,0,없음,3회
의왕시과천시,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4124/Sgg2412301/Hb100119448/gicho/thumbnail.100119448.jpg,3,국민의당,"

																김도헌(金度憲)


",남,1965/01/20(51세),경기도 의왕시 오리나무로,정당인,단국대학교행정법무대학원 법학석사(노동법),(전)제9대 경기도의회 의원(현)장애인 봉사단체 '좋은사람들'이사,"189,132",군복무를 마친사람,"64,771",0,0,1건,1회
의왕시과천시,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4124/Sgg2412301/Hb100119642/gicho/thumbnail.100119642.jpg,4,정의당,"

																김형탁(金炯卓)


",남,1962/04/18(53세),경기도 의왕시 약수터길,정당인,서울대학교 정치학과 졸업,(현)협동조합 마실 지역사회연구소 이사장(현)정의당 부대표,"360,103",군복무를 마친사람,"24,526",0,0,2건,4회
의왕시과천시,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4124/Sgg2412301/Hb100119109/gicho/thumbnail.100119109.jpg,5,녹색당,"

																홍지숙(洪志淑)


",여,1982/05/06(33세),경기도 과천시 향촌2길,디자이너,홍익대학교 시각디자인전공 졸업(복수전공 : 회화과),(전)출판사 문학동네 디자이너(현)녹색당 경기도당 운영위원장,"809,937",해당없음(비대상),"10,422",0,0,없음,0회
구리시,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4125/Sgg2412501/Hb100120128/gicho/thumbnail.100120128.jpg,1,새누리당,"

																박창식(朴昌植)


",남,1959/10/17(56세),경기도 구리시 장자호수길,국회의원,"서울예술전문대학(현,서울예술대학교) 연극과 졸업",(현)국회의원(현)사)한국드라마제작사협회 회장,"473,534",군복무를 마친사람,"129,867",0,0,없음,1회
구리시,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4125/Sgg2412501/Hb100120110/gicho/thumbnail.100120110.jpg,2,더불어민주당,"

																윤호중(尹昊重)


",남,1963/03/27(53세),경기도 구리시 건원대로,국회의원,서울대학교 철학과 졸업,(현) 제19대 국회의원(재선)(전) 민주통합당 사무총장,"1,060,838",군복무를 마치지 아니한 사람,"18,241",657,0,1건,4회
구리시,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4125/Sgg2412501/Hb100118933/gicho/thumbnail.100118933.jpg,3,국민의당,"

																정경진(鄭京鎭)


",남,1965/09/09(50세),경기도 구리시 이문안로,한의사,원광대학교 대학원 한의학과 예방한의학 한의학박사,(전)경기도 한의사회 회장(현)안철수 정책특별보좌관,"1,937,000",군복무를 마치지 아니한 사람,"176,375",0,0,없음,0회
남양주시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4126/Sgg2412601/Hb100118949/gicho/thumbnail.100118949.jpg,1,새누리당,"

																심장수(沈璋壽)


",남,1951/06/25(64세),경기도 남양주시 천마산로,변호사,서울대학교 대학원 법학과 졸업(법학석사),(전)새누리당 남양주(갑) 당협위원장(현)경기도 고문변호사,"2,969,770",군복무를 마친사람,"249,803",0,0,없음,1회
남양주시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4126/Sgg2412601/Hb100120386/gicho/thumbnail.100120386.jpg,2,더불어민주당,"

																조응천(趙應天)


",남,1962/09/17(53세),경기도 남양주시 화도읍 녹촌로,별주부짱 매니저(요식업),서울대학교 법과대학 공법학과 졸업,(전)청와대 공직기강비서관(전)대전지방검찰청 서산지청 지청장,"3,118,546",군복무를 마친사람,"1,038,029",0,0,없음,0회
남양주시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4126/Sgg2412601/Hb100120204/gicho/thumbnail.100120204.jpg,3,국민의당,"

																유영훈(劉永薰)


",남,1953/12/18(62세),경기도 남양주시 호평로69번길,시민운동가,성균관대학교 법률학과 졸업,(전)4대강 팔당 유기농대책위원장(전)가톨릭농민회 사무총장,"171,000",군복무를 마친사람,"1,175",104,0,2건,1회
남양주시갑,http://info.nec.go.kr/photo_20160413/Sd4100/Gsg4126/Sgg2412601/Hb100120411/gicho/thumbnail.100120411.jpg,5,민중연합당,"

																이기원(李基媛)


",여,1977/08/18(38세),경기도 남양주시 호평로,여성NGO대표,열린사이버대학교 사회복지학과 졸업,(현)하늘소장남감도서관 관장(현)남양주여성지원센터 대표,"54,080",해당없음(비대상),302,0,0,없음,2회
